,Prot,Sent,Group,N1,N2,Pred,Code,Sentence,subj_attention,obj_attention
82,3,11,1,P,S,S,S_P-S,Истории про убийство была рассказана в присутствии маленьких детей.,"[0.31698647141456604, 0.015062657184898853, 0.09515008330345154, 0.07189107686281204, 0.02416195534169674, 0.07852884382009506, 0.05444870889186859, 0.036785904318094254, 0.08927413821220398, 0.04141805320978165, 0.04427315667271614, 0.01675756461918354]","[0.0020331416744738817, 0.0018534426344558597, 0.0017069870373234153, 7.100831862771884e-05, 0.11439844220876694, 0.061503816395998, 0.038836318999528885, 0.004725567996501923, 0.07226443290710449, 0.0011815103935077786, 0.02450357936322689, 0.006385266315191984]"
83,4,11,1,P,S,P,P_P-S,Истории про убийство были рассказаны в присутствии маленьких детей.,"[0.1210537850856781, 0.008158302865922451, 0.03275172784924507, 0.14035949110984802, 0.007767292205244303, 0.07109276205301285, 0.12475430965423584, 0.03842834755778313, 0.1132580041885376, 0.04107991233468056, 0.056137245148420334, 0.007632712367922068]","[0.09044665098190308, 0.0003735581412911415, 0.05585791543126106, 9.678510082267167e-08, 0.07563922554254532, 0.1073535680770874, 0.036968763917684555, 0.0007052885484881699, 0.08119811862707138, 0.00013253308134153485, 0.019497498869895935, 0.002929341746494174]"
84,5,11,1,P,P,S,S_P-P,Истории про убийства была рассказана в присутствии маленьких детей.,"[0.29367172718048096, 0.009091162122786045, 0.11385317891836166, 0.09223372489213943, 0.027922384440898895, 0.09999316930770874, 0.05357113853096962, 0.037793610244989395, 0.08457008749246597, 0.03875281289219856, 0.03965627774596214, 0.014784821309149265]","[0.006118467077612877, 0.0009656064212322235, 0.007310882210731506, 9.025255712913349e-05, 0.10039210319519043, 0.05304763838648796, 0.018815383315086365, 0.0011317319003865123, 0.055313434451818466, 0.0012262595118954778, 0.027259329333901405, 0.004885267000645399]"
85,6,11,1,P,P,P,P_P-P,Истории про убийства были рассказаны в присутствии маленьких детей.,"[0.10419968515634537, 0.0073509253561496735, 0.03326253592967987, 0.14477097988128662, 0.010914572514593601, 0.07741362601518631, 0.10582933574914932, 0.03399116173386574, 0.11273834109306335, 0.03688814118504524, 0.06094804033637047, 0.008236913941800594]","[0.07526169717311859, 0.00015838697436265647, 0.004365811590105295, 6.218207460051417e-08, 0.06807196885347366, 0.07721652835607529, 0.024016456678509712, 0.00044608264579437673, 0.07853976637125015, 8.060999243753031e-05, 0.0177138801664114, 0.0020441499073058367]"
86,7,11,1,S,S,S,S_S-S,История про убийство была рассказана в присутствии маленьких детей.,"[0.03915231674909592, 0.011388207785785198, 0.0026635699905455112, 4.396196891320869e-05, 0.012306200340390205, 0.029840396717190742, 0.055577486753463745, 0.011639067903161049, 0.09705246984958649, 0.005953575484454632, 0.03260825574398041, 0.009674068540334702]","[0.06706864386796951, 0.002206095028668642, 0.010252675972878933, 1.4431731869990472e-05, 0.12490200996398926, 0.057210523635149, 0.04371410980820656, 0.002009804593399167, 0.07960692793130875, 0.00048231729306280613, 0.02118688076734543, 0.004051267635077238]"
87,8,11,1,S,S,P,P_S-S,История про убийство были рассказаны в присутствии маленьких детей.,"[0.31664514541625977, 0.01255590096116066, 0.045130230486392975, 0.003064503660425544, 0.012935584411025047, 0.11520256847143173, 0.07853560149669647, 0.02196366898715496, 0.1040399894118309, 0.019689416512846947, 0.029618410393595695, 0.012790358625352383]","[0.01639791764318943, 0.000489208207000047, 0.043055612593889236, 8.517017704434693e-05, 0.07510416209697723, 0.05648000165820122, 0.02100781537592411, 0.000786779448390007, 0.06504251807928085, 0.0009520322200842202, 0.019113590940833092, 0.0053746639750897884]"
88,1,12,1,S,P,P,P_S-P,Тропинка через луга были протоптаны во время деревенской ярмарки.,"[0.27115073800086975, 0.0005967936594970524, 0.0906246155500412, 0.010391701944172382, 0.011822881177067757, 0.08787420392036438, 0.1828663945198059, 0.05678177624940872, 0.10539952665567398, 0.03197241947054863, 0.08994337916374207, 0.01385575532913208]","[0.0002976269170176238, 0.00011501666449476033, 7.506336260121316e-05, 0.00044418274774216115, 0.052650462836027145, 0.019326400011777878, 0.0019152641762048006, 0.0032073799520730972, 0.02223360165953636, 0.00019011487893294543, 0.009258590638637543, 0.0014687046641483903]"
89,2,12,1,P,S,S,S_P-S,Тропинки через луг была протоптана во время деревенской ярмарки.,"[0.2652725875377655, 0.003612278727814555, 0.10608541965484619, 0.0006649800343438983, 0.015768442302942276, 0.04066038131713867, 0.13485577702522278, 0.011322597973048687, 0.11567150801420212, 0.04819021373987198, 0.08650732040405273, 0.009952394291758537]","[0.005619327537715435, 0.004206155892461538, 0.004278313368558884, 0.24119600653648376, 0.08184601366519928, 0.10077543556690216, 0.013897244818508625, 0.03495452553033829, 0.013825887814164162, 0.03211114928126335, 0.020478051155805588, 0.003421495435759425]"
90,3,12,1,P,S,P,P_P-S,Тропинки через луг были протоптаны во время деревенской ярмарки.,"[0.1263885498046875, 0.00012248012353666127, 0.0034274652134627104, 4.787690954799473e-07, 0.003561991499736905, 0.03429163619875908, 0.14963576197624207, 0.03361161798238754, 0.06757942587137222, 0.010479300282895565, 0.04964357241988182, 0.004022158216685057]","[0.06889721006155014, 0.0015055009862408042, 0.03241345286369324, 0.4577101171016693, 0.07101644575595856, 0.21335835754871368, 0.08966872841119766, 0.03929327428340912, 0.03322792798280716, 0.03785359486937523, 0.104985311627388, 0.003931126557290554]"
91,4,12,1,P,P,S,S_P-P,Тропинки через луга была протоптана во время деревенской ярмарки.,"[0.27180230617523193, 0.004248454235494137, 0.09855114668607712, 0.001985248876735568, 0.01558048464357853, 0.06235108524560928, 0.14238449931144714, 0.011908868327736855, 0.11175421625375748, 0.04833235964179039, 0.08377505838871002, 0.008978784084320068]","[0.001992813777178526, 0.0004428571555763483, 0.00034598808269947767, 7.845325308153406e-05, 0.08792764693498611, 0.03752061724662781, 0.0009912948589771986, 0.0002403955440968275, 0.019009824842214584, 0.000618092599324882, 0.01102187018841505, 0.0010457359021529555]"
92,5,12,1,P,P,P,P_P-P,Тропинки через луга были протоптаны во время деревенской ярмарки.,"[0.1435583233833313, 0.00013946639955975115, 0.00423815380781889, 0.00020940220565535128, 0.006096739787608385, 0.08070147782564163, 0.2192380279302597, 0.07948765903711319, 0.09796083718538284, 0.021197574213147163, 0.07350346446037292, 0.015362456440925598]","[0.0013019738253206015, 8.347720722667873e-06, 0.0007424294017255306, 2.3045762645779178e-05, 0.06332144886255264, 0.034582287073135376, 0.0018226273823529482, 0.0012088213115930557, 0.03740644454956055, 1.4546119018632453e-05, 0.006906437687575817, 0.0015239939093589783]"
93,6,12,1,S,S,S,S_S-S,Тропинка через луг была протоптана во время деревенской ярмарки.,"[0.09685792773962021, 0.0009973993292078376, 0.00123431661631912, 1.3139037946530152e-05, 0.004798359237611294, 0.008147875778377056, 0.12451484799385071, 0.008247041143476963, 0.07953353226184845, 0.00933807622641325, 0.046996038407087326, 0.0024215872399508953]","[0.05060833692550659, 0.0019136655610054731, 0.015868721529841423, 0.18941035866737366, 0.07877310365438461, 0.18490269780158997, 0.10948652029037476, 0.03697719797492027, 0.026503290981054306, 0.045529112219810486, 0.08340229094028473, 0.005407411605119705]"
94,7,12,1,S,S,P,P_S-S,Тропинка через луг были протоптаны во время деревенской ярмарки.,"[0.2522723376750946, 0.0006378693506121635, 0.1023012027144432, 0.0008658137521706522, 0.0153373833745718, 0.050405487418174744, 0.13974548876285553, 0.024902917444705963, 0.10939154028892517, 0.01828455552458763, 0.0769214779138565, 0.004971717484295368]","[0.01106918416917324, 0.0022277156822383404, 0.008230180479586124, 0.4360179305076599, 0.03643018752336502, 0.0891910269856453, 0.0069660828448832035, 0.033283282071352005, 0.006849820725619793, 0.043516408652067184, 0.021448854357004166, 0.0029989846516400576]"
95,8,12,1,S,P,S,S_S-P,Тропинка через луга была протоптана во время деревенской ярмарки.,"[0.11857590824365616, 0.0012392941862344742, 0.0015156453009694815, 3.0764738767175004e-05, 0.005847112741321325, 0.03448968008160591, 0.15021175146102905, 0.015547843649983406, 0.08211483806371689, 0.020389582961797714, 0.062147416174411774, 0.004031089600175619]","[0.04263538494706154, 0.0006349124014377594, 0.003813194576650858, 3.0829980346425145e-07, 0.09821397066116333, 0.015932638198137283, 0.001853004447184503, 9.488842624705285e-05, 0.03470509499311447, 0.000207218574360013, 0.015538223087787628, 0.0012410245835781097]"
96,1,13,1,P,S,S,S_P-S,Кружева на наряд было упаковано в вышитый шёлковый мешочек.,"[0.2527936100959778, 0.003139905631542206, 0.04374902322888374, 0.00011094741057604551, 0.028987804427742958, 0.03601532056927681, 0.12003108114004135, 0.001097136177122593, 0.1494932621717453, 0.002319134073331952, 0.05304080247879028, 0.011124931275844574]","[0.0034408248029649258, 0.0016236058436334133, 0.001215504133142531, 0.00012191689165774733, 0.12642619013786316, 0.07989490032196045, 0.010342113673686981, 0.0010871060658246279, 0.024741288274526596, 0.0007173646008595824, 0.008761570788919926, 0.001798139768652618]"
97,2,13,1,P,S,P,P_P-S,Кружева на наряд были упакованы в вышитый шёлковый мешочек.,"[0.08130351454019547, 0.0003692755999509245, 0.0016584079712629318, 2.3514867564244923e-07, 0.004003535024821758, 0.01604197733104229, 0.07061029225587845, 0.0009600322227925062, 0.1071074828505516, 0.0003544239152688533, 0.02518448792397976, 0.003825540654361248]","[0.012865954078733921, 0.0002305953821633011, 0.005698278546333313, 2.1197166688580182e-07, 0.0840311199426651, 0.14996053278446198, 0.018363596871495247, 0.0005011259345337749, 0.0723142921924591, 7.246427412610501e-05, 0.007922517135739326, 0.0008206095080822706]"
98,3,13,1,P,P,S,S_P-P,Кружева на наряды было упаковано в вышитый шёлковый мешочек.,"[0.23297707736492157, 0.0013022375060245395, 0.0603627972304821, 0.00011023879778804258, 0.026342274621129036, 0.03720222786068916, 0.1080375537276268, 0.001726997084915638, 0.15114735066890717, 0.0036170429084450006, 0.04856957122683525, 0.00781766977161169]","[0.011085576377809048, 0.003739218460395932, 0.007980369962751865, 0.04830857738852501, 0.09234681725502014, 0.08343818038702011, 0.02581927366554737, 0.019079003483057022, 0.0216839462518692, 0.026050781831145287, 0.019815931096673012, 0.0021418773103505373]"
99,4,13,1,P,P,P,P_P-P,Кружева на наряды были упакованы в вышитый шёлковый мешочек.,"[0.043660953640937805, 0.00018835141963791102, 0.001229634857736528, 5.750945888394199e-07, 0.002750718267634511, 0.007080554962158203, 0.039762694388628006, 0.0007879946497268975, 0.08445408195257187, 0.0008157704141922295, 0.021930882707238197, 0.0009803845314309]","[0.023826858028769493, 0.0013326747575774789, 0.008910560049116611, 0.08890580385923386, 0.06639080494642258, 0.17582452297210693, 0.08626805990934372, 0.021443486213684082, 0.07930285483598709, 0.03171318396925926, 0.06899584084749222, 0.006250869017094374]"
100,5,13,1,S,S,S,S_S-S,Кружево на наряд было упаковано в вышитый шёлковый мешочек.,"[0.04709380865097046, 0.0008882597903721035, 0.0021080609876662493, 2.6807276299223304e-05, 0.014262980781495571, 0.0036728729028254747, 0.039531927555799484, 0.0305437371134758, 0.10011722892522812, 0.0005757187609560788, 0.02188190259039402, 0.009222284890711308]","[0.01262529194355011, 0.002003441331908107, 0.0033845778089016676, 9.159087312582415e-06, 0.14958903193473816, 0.10350565612316132, 0.012594266794621944, 0.0005706489901058376, 0.0435696542263031, 0.00035384565126150846, 0.0047087641432881355, 0.0029293594416230917]"
101,6,13,1,S,S,P,P_S-S,Кружево на наряд были упакованы в вышитый шёлковый мешочек.,"[0.08137395232915878, 0.0018894346430897713, 0.14596527814865112, 0.0004157000221312046, 0.015034619718790054, 0.016028420999646187, 0.06959559768438339, 0.004593686666339636, 0.1327708214521408, 0.0026968037709593773, 0.0410718210041523, 0.0020737480372190475]","[0.0019006289076060057, 0.0010369822848588228, 0.00089832185767591, 0.0002583926834631711, 0.07307908684015274, 0.03705733269453049, 0.011227913200855255, 0.0030061104334890842, 0.037965137511491776, 0.0006957508157938719, 0.007632010616362095, 0.0010258378461003304]"
102,7,13,1,S,P,S,S_S-P,Кружево на наряды было упаковано в вышитый шёлковый мешочек.,"[0.042339373379945755, 0.0014731035334989429, 0.0033036768436431885, 3.602759898058139e-05, 0.010911766439676285, 0.010528144426643848, 0.05734991654753685, 0.040045298635959625, 0.10473986715078354, 0.0020262151956558228, 0.04415313899517059, 0.012451821006834507]","[0.09175911545753479, 0.004817752633243799, 0.015891628339886665, 0.029472867026925087, 0.11636748909950256, 0.13036353886127472, 0.05915533006191254, 0.02431497722864151, 0.04029850289225578, 0.025390706956386566, 0.02519373409450054, 0.004442847799509764]"
103,8,13,1,S,P,P,P_S-P,Кружево на наряды были упакованы в вышитый шёлковый мешочек.,"[0.16447919607162476, 0.0026066771242767572, 0.10592595487833023, 0.00019229708414059132, 0.006316824350506067, 0.023776093497872353, 0.07489239424467087, 0.0035283335018903017, 0.07697881013154984, 0.005352701526135206, 0.04341194033622742, 0.003500220598652959]","[0.002261396963149309, 0.009249190799891949, 0.005941130220890045, 0.11652136594057083, 0.08417078107595444, 0.08724799007177353, 0.04682465270161629, 0.051724594086408615, 0.10748827457427979, 0.031750380992889404, 0.023000841960310936, 0.003963547293096781]"
104,1,14,1,P,S,P,P_P-S,Легенды про замок были записаны в старинной летописи графства.,"[0.09332454204559326, 0.00044727613567374647, 0.0019168587168678641, 3.6646284570451826e-05, 0.011817142367362976, 0.015446357429027557, 0.07199544459581375, 0.00229569966904819, 0.14692562818527222, 0.0005709999823011458, 0.028983891010284424, 0.014459211379289627]","[0.0044349078088998795, 0.00012942455941811204, 0.0017167201731353998, 1.1225204616494011e-05, 0.05586656928062439, 0.05568133294582367, 0.0035628208424896, 0.0003075528366025537, 0.052722785621881485, 1.8082879250869155e-05, 0.0035466630943119526, 0.0019153023604303598]"
105,2,14,1,P,P,S,S_P-P,Легенды про замки была записана в старинной летописи графства.,"[0.23955142498016357, 0.002400465775281191, 0.08348468691110611, 0.0008963898872025311, 0.03666608780622482, 0.059256792068481445, 0.061366114765405655, 0.005879859905689955, 0.14010584354400635, 0.011133603751659393, 0.04730059206485748, 0.008935882709920406]","[0.01919376291334629, 0.0005218344740569592, 0.00296187587082386, 0.0003220225917175412, 0.10499613732099533, 0.041894879192113876, 0.003145636525005102, 0.0005386306438595057, 0.029767030850052834, 0.002551684621721506, 0.008896908722817898, 0.0019609457813203335]"
106,3,14,1,P,P,P,P_P-P,Легенды про замки были записаны в старинной летописи графства.,"[0.043129682540893555, 0.00037632821477018297, 0.0009522319887764752, 3.613165972637944e-05, 0.007602733094245195, 0.01376617792993784, 0.06655418127775192, 0.001803150400519371, 0.10271479934453964, 0.0007883212529122829, 0.02720486931502819, 0.009996660985052586]","[0.03402768820524216, 0.00013909689732827246, 0.002687823725864291, 1.847176463343203e-05, 0.0789022296667099, 0.09162210673093796, 0.00676908390596509, 0.0061831362545490265, 0.12686580419540405, 0.00018525133782532066, 0.004714026581496, 0.0026544304564595222]"
107,4,14,1,S,S,S,S_S-S,Легенда про замок была записана в старинной летописи графства.,"[0.15400348603725433, 0.0019567811395972967, 0.006210107821971178, 0.0001783343468559906, 0.02793186344206333, 0.010860702022910118, 0.04856976866722107, 0.00243163900449872, 0.19460569322109222, 0.0009642489021643996, 0.056673116981983185, 0.019291557371616364]","[0.002077230717986822, 0.000804035400506109, 0.0009488152572885156, 9.183347174257506e-06, 0.07972273230552673, 0.03994110971689224, 0.00961129367351532, 0.0003853237139992416, 0.04462924599647522, 0.00021464495512191206, 0.0035400567576289177, 0.003035364905372262]"
108,5,14,1,S,S,P,P_S-S,Легенда про замок были записаны в старинной летописи графства.,"[0.30912289023399353, 0.003007341641932726, 0.12276172637939453, 0.004262804985046387, 0.01694713532924652, 0.06836637109518051, 0.1346169114112854, 0.0038561150431632996, 0.16161517798900604, 0.0107481200248003, 0.047586604952812195, 0.005626279395073652]","[0.0008045067079365253, 0.00037287850864231586, 0.005475925747305155, 0.00026470309239812195, 0.06443031877279282, 0.04135667532682419, 0.007958341389894485, 0.0008655337151139975, 0.03261484578251839, 0.0006580391200259328, 0.00785479974001646, 0.0015403599245473742]"
109,6,14,1,S,P,S,S_S-P,Легенда про замки была записана в старинной летописи графства.,"[0.07627487927675247, 0.0021667347755283117, 0.006350726820528507, 0.00015831827477086335, 0.019218433648347855, 0.030842088162899017, 0.05563526600599289, 0.0047833737917244434, 0.15887072682380676, 0.0015792028279975057, 0.05446344614028931, 0.02601531334221363]","[0.14342306554317474, 0.0013250050833448768, 0.006021831650286913, 8.940983389038593e-05, 0.14351609349250793, 0.08781041204929352, 0.040444400161504745, 0.0009994393913075328, 0.0962987020611763, 0.0014081754488870502, 0.007246249355375767, 0.005338975694030523]"
110,7,14,1,S,P,P,P_S-P,Легенда про замки были записаны в старинной летописи графства.,"[0.39185208082199097, 0.0031765466555953026, 0.06621627509593964, 0.0037929252721369267, 0.007751225493848324, 0.08569352328777313, 0.11892896890640259, 0.003163553774356842, 0.09226444363594055, 0.014526418410241604, 0.04521281272172928, 0.006499083712697029]","[0.008502966724336147, 0.0023434420581907034, 0.004277755040675402, 0.0007083404343575239, 0.1043391153216362, 0.04860523343086243, 0.05708643049001694, 0.054137106984853745, 0.1571090817451477, 0.0031591022852808237, 0.011545797809958458, 0.004369312897324562]"
111,8,14,1,P,S,S,S_P-S,Легенды про замок была записана в старинной летописи графства.,"[0.2786193788051605, 0.0039044395089149475, 0.08565501123666763, 0.0014811024302616715, 0.035097140818834305, 0.06186136603355408, 0.08294704556465149, 0.008951411582529545, 0.144663468003273, 0.013997974805533886, 0.05187984183430672, 0.01092685665935278]","[0.0011164050083607435, 0.0008434949559159577, 0.0007270589703693986, 0.00016331029473803937, 0.09323996305465698, 0.04820164665579796, 0.009092262014746666, 0.001195887802168727, 0.03262019529938698, 0.0014135633828118443, 0.008594559505581856, 0.0021566946525126696]"
112,1,15,1,P,P,S,S_P-P,Лестницы в подвалы была крутой из-за отсутствия свободного места.,"[0.22528059780597687, 0.004592124838382006, 0.08326540142297745, 0.0037351269274950027, 0.030432136729359627, 0.03629045560956001, 0.06390183418989182, 0.015366774052381516, 0.15797053277492523, 0.004707741551101208, 0.06939759850502014, 0.041258107870817184]","[0.001906917430460453, 0.00045289486297406256, 0.0016286511672660708, 0.0001367618388030678, 0.05916956067085266, 0.08282914757728577, 0.004163568839430809, 0.0006934946868568659, 0.03331081196665764, 0.00019102817168459296, 0.03403153643012047, 0.0067541273310780525]"
113,2,15,1,P,P,P,P_P-P,Лестницы в подвалы были крутыми из-за отсутствия свободного места.,"[0.014435800723731518, 0.000676110212225467, 0.0006835883832536638, 0.0007064235396683216, 0.012954319827258587, 0.01415103580802679, 0.03886718675494194, 0.0038603784050792456, 0.16170014441013336, 0.001070709782652557, 0.0427967794239521, 0.029418112710118294]","[0.0016382633475586772, 3.5115259379381314e-05, 0.00022457062732428312, 9.329682143288665e-06, 0.02702604979276657, 0.09658815711736679, 0.0029303536284714937, 2.1132102119736373e-05, 0.036747127771377563, 8.65725269250106e-06, 0.024784231558442116, 0.004587780684232712]"
114,3,15,1,S,S,S,S_S-S,Лестница в подвал была крутой из-за отсутствия свободного места.,"[0.013086669147014618, 0.0020755112636834383, 0.0003082003095187247, 0.0019132018787786365, 0.02649480290710926, 0.012371105141937733, 0.054159462451934814, 0.0026487596333026886, 0.15413634479045868, 0.0018149340758100152, 0.0505397766828537, 0.03599388152360916]","[0.00015044916654005647, 9.727376163937151e-05, 3.755573197850026e-05, 8.915282523958012e-05, 0.03538471832871437, 0.022989623248577118, 0.0006922715110704303, 6.9840757532801945e-06, 0.016856243833899498, 5.3060844948049635e-05, 0.004255092702805996, 0.0017483474221080542]"
115,4,15,1,S,S,P,P_S-S,Лестница в подвал были крутыми из-за отсутствия свободного места.,"[0.14625363051891327, 0.003047296777367592, 0.0985364094376564, 0.003741760738193989, 0.026296155527234077, 0.033352527767419815, 0.11159694194793701, 0.0028086781967431307, 0.1424388736486435, 0.0064677647314965725, 0.060240913182497025, 0.010370301082730293]","[0.000111785986518953, 2.8736361855408177e-05, 0.00020923567353747785, 7.1196976932697e-05, 0.021991845220327377, 0.01083146221935749, 0.0004363558255136013, 3.1402805689140223e-06, 0.01264590211212635, 1.2487575986597221e-05, 0.005237802863121033, 0.0014548361068591475]"
116,5,15,1,S,P,S,S_S-P,Лестница в подвалы была крутой из-за отсутствия свободного места.,"[0.010708448477089405, 0.0017572889337316155, 0.00028840286540798843, 0.002807661658152938, 0.025600330904126167, 0.011428690515458584, 0.057797353714704514, 0.0032534634228795767, 0.14016686379909515, 0.001678884495049715, 0.049274951219558716, 0.03169871121644974]","[0.005247726105153561, 0.00019308793707750738, 0.0002893424825742841, 7.048093539196998e-05, 0.05630232393741608, 0.0798560157418251, 0.005298874340951443, 3.9223479689098895e-05, 0.04204442724585533, 3.228056084481068e-05, 0.028683654963970184, 0.006986563093960285]"
117,6,15,1,S,P,P,P_S-P,Лестница в подвалы были крутыми из-за отсутствия свободного места.,"[0.20634214580059052, 0.002790912287309766, 0.09137359261512756, 0.004205142147839069, 0.019513415172696114, 0.036916930228471756, 0.09223898500204086, 0.00258085154928267, 0.11976433545351028, 0.006721278186887503, 0.058046191930770874, 0.016485173255205154]","[0.0006441805162467062, 0.0002030156465480104, 9.753038466442376e-05, 0.0001214411822729744, 0.03362806513905525, 0.0199870802462101, 0.006405558902770281, 0.003113296814262867, 0.05161057412624359, 0.0002471132902428508, 0.03609859570860863, 0.004467083606868982]"
118,7,15,1,P,S,S,S_P-S,Лестницы в подвал была крутой из-за отсутствия свободного места.,"[0.2142210602760315, 0.005140293855220079, 0.07397396862506866, 0.0028167208656668663, 0.028934909030795097, 0.04500597342848778, 0.058974433690309525, 0.015459486283361912, 0.16144327819347382, 0.004679458681493998, 0.06943026185035706, 0.03993496671319008]","[0.00016545102698728442, 0.00020630475773941725, 9.917128772940487e-05, 5.2239840442780405e-05, 0.04113471135497093, 0.03922818973660469, 0.0015274914912879467, 0.00048706651432439685, 0.015417139045894146, 7.822151383152232e-05, 0.009137848392128944, 0.0023602405562996864]"
119,8,15,1,P,S,P,P_P-S,Лестницы в подвал были крутыми из-за отсутствия свободного места.,"[0.017250647768378258, 0.0009111982653848827, 0.0007366894278675318, 0.0006378613761626184, 0.011558868922293186, 0.034854669123888016, 0.04601829871535301, 0.005315604154020548, 0.17801396548748016, 0.001378753804601729, 0.04299089312553406, 0.03204411640763283]","[0.0001445940142730251, 1.1530467418197077e-05, 9.881667938316241e-05, 1.0180806384596508e-05, 0.021136745810508728, 0.059956882148981094, 0.0004331415402702987, 5.762655064245337e-07, 0.011949246749281883, 5.755758820669143e-07, 0.004221634473651648, 0.0024370807223021984]"
120,1,16,1,P,P,P,P_P-P,Мосты через овраги были возведены после окончания военных действий.,"[0.045090463012456894, 0.00016477415920235217, 0.00028597807977348566, 9.398403562954627e-06, 0.002049774397164583, 0.004013084340840578, 0.03514929860830307, 0.005250810645520687, 0.07963268458843231, 6.572232086909935e-05, 0.05511265993118286, 0.02051270753145218]","[0.11480781435966492, 0.0008801674121059477, 0.011277353391051292, 0.29969266057014465, 0.0662248358130455, 0.2496015876531601, 0.14857898652553558, 0.03106735274195671, 0.10093439370393753, 0.01584908924996853, 0.2123938500881195, 0.004672943614423275]"
121,2,16,1,S,S,S,S_S-S,Мост через овраг был возведён после окончания военных действий.,"[0.05791386216878891, 0.0009016608819365501, 0.006325547583401203, 6.121568731032312e-06, 0.027117662131786346, 0.0009959142189472914, 0.04239881783723831, 0.0013748359633609653, 0.13703352212905884, 0.0002578170388005674, 0.05089597404003143, 0.005062098614871502]","[0.03415306285023689, 0.0011766141979023814, 0.055638547986745834, 0.30631354451179504, 0.05203734710812569, 0.20824308693408966, 0.028826043009757996, 0.04119737073779106, 0.08114885538816452, 0.019753076136112213, 0.13308458030223846, 0.020607704296708107]"
122,3,16,1,S,S,P,P_S-S,Мост через овраг были возведены после окончания военных действий.,"[0.11893880367279053, 0.0005425531417131424, 0.12520769238471985, 0.0005389285506680608, 0.022557461634278297, 0.00798054225742817, 0.05420255661010742, 0.004298311658203602, 0.16507016122341156, 0.002409509615972638, 0.06131865829229355, 0.009835784323513508]","[0.014446995221078396, 0.0014607643242925406, 0.01309519074857235, 0.30704358220100403, 0.03778838366270065, 0.16183951497077942, 0.029582800343632698, 0.034363795071840286, 0.009689788334071636, 0.023790838196873665, 0.05489075183868408, 0.0034753503277897835]"
123,4,16,1,S,P,S,S_S-P,Мост через овраги был возведён после окончания военных действий.,"[0.045202042907476425, 0.0007738709100522101, 0.0047194212675094604, 5.208293259784114e-06, 0.01615169644355774, 0.0028904303908348083, 0.05542941391468048, 0.0012693926692008972, 0.1415890008211136, 0.0002673475246410817, 0.04428612440824509, 0.004669527057558298]","[0.06816297024488449, 0.001157397055067122, 0.07209225744009018, 0.30243822932243347, 0.07259172201156616, 0.21537534892559052, 0.024770552292466164, 0.03778115287423134, 0.0657062828540802, 0.01573917269706726, 0.15083329379558563, 0.02757607214152813]"
124,5,16,1,S,P,P,P_S-P,Мост через овраги были возведены после окончания военных действий.,"[0.2598206102848053, 0.0005404184339568019, 0.10241679847240448, 0.00024302657402586192, 0.012698006816208363, 0.012346813455224037, 0.0717485100030899, 0.004813657607883215, 0.15254129469394684, 0.0027970385272055864, 0.06125999614596367, 0.011226101778447628]","[0.010263609699904919, 0.0016034503933042288, 0.014308377169072628, 0.3118874132633209, 0.058000922203063965, 0.1669657975435257, 0.04041297361254692, 0.0321672298014164, 0.023537607863545418, 0.022523093968629837, 0.06724296510219574, 0.004380099941045046]"
125,6,16,1,P,S,S,S_P-S,Мосты через овраг был возведён после окончания военных действий.,"[0.3123548924922943, 0.000989223481155932, 0.20995976030826569, 0.0015076431445777416, 0.01321634091436863, 0.0757221132516861, 0.03266412019729614, 0.017023390159010887, 0.09501389414072037, 0.00672012148424983, 0.1269046664237976, 0.0247251745313406]","[0.01173880323767662, 0.0035561583936214447, 0.0034541974309831858, 0.2792666256427765, 0.04482907056808472, 0.06269803643226624, 0.02423618733882904, 0.031826529651880264, 0.008701113052666187, 0.025604715570807457, 0.02027309499680996, 0.0032561265397816896]"
126,7,16,1,P,S,P,P_P-S,Мосты через овраг были возведены после окончания военных действий.,"[0.05286310240626335, 0.0002180435403715819, 0.0005850541638210416, 8.627040188002866e-06, 0.0018983623012900352, 0.016540592536330223, 0.061778731644153595, 0.005076725035905838, 0.07196542620658875, 0.00014766774256713688, 0.055564213544130325, 0.026151299476623535]","[0.1095159724354744, 0.0009814405348151922, 0.015882601961493492, 0.29530444741249084, 0.07228771597146988, 0.2129644900560379, 0.14820657670497894, 0.030754126608371735, 0.10782837122678757, 0.015586959198117256, 0.22470185160636902, 0.004659376572817564]"
127,8,16,1,P,P,S,S_P-P,Мосты через овраги был возведён после окончания военных действий.,"[0.3055562973022461, 0.0008384658140130341, 0.2098114788532257, 0.0015568037051707506, 0.016962433233857155, 0.0697716474533081, 0.03416695445775986, 0.016816409304738045, 0.0944826602935791, 0.007694425527006388, 0.13037288188934326, 0.020874815061688423]","[0.01164432242512703, 0.00312394299544394, 0.00390901742503047, 0.2812751531600952, 0.04277576506137848, 0.08873232454061508, 0.023952586576342583, 0.029500722885131836, 0.006022679153829813, 0.025119483470916748, 0.023752493783831596, 0.0030391206964850426]"
