,Prot,Sent,Group,N1,N2,Pred,Code,Sentence,subj_attention,obj_attention
91,4,12,1,P,P,S,S_P-P,Тропинки через луга была протоптана во время деревенской ярмарки.,"[0.0004559076332952827, 0.0007639089599251747, 0.004626947920769453, 0.002357709454372525, 0.017082473263144493, 0.001498040626756847, 0.000610816350672394, 0.0027174304705113173, 0.0013003305066376925, 0.0014413882745429873, 0.00569879449903965, 0.003035902278497815]","[0.0004164850106462836, 0.0008323032525368035, 0.002514284336939454, 0.004191150888800621, 0.002826803596690297, 0.0015300746308639646, 0.0007970682927407324, 0.000583155604545027, 0.00035528591251932085, 0.0009660851792432368, 0.0027520351577550173, 0.0017990876222029328]"
92,5,12,1,P,P,P,P_P-P,Тропинки через луга были протоптаны во время деревенской ярмарки.,"[0.0019077403703704476, 0.004114892333745956, 0.004683815874159336, 0.009785010479390621, 0.0393507145345211, 0.004332163371145725, 0.0010443784995004535, 0.007211176212877035, 0.006662454456090927, 0.007672093342989683, 0.0037991695571690798, 0.004837725777179003]","[0.0017726562218740582, 0.00370999239385128, 0.005654426291584969, 0.0077585093677043915, 0.01603701151907444, 0.0035971340257674456, 0.0014118856051936746, 0.0015098783187568188, 0.0030864521395415068, 0.002924408530816436, 0.00441365921869874, 0.0037972163408994675]"
93,6,12,1,S,S,S,S_S-S,Тропинка через луг была протоптана во время деревенской ярмарки.,"[0.00023909971059765667, 0.0030801713000983, 0.0018911618972197175, 0.005577536765486002, 0.016843726858496666, 0.0009027647320181131, 0.00032862447551451623, 0.0035124944988638163, 0.0030036072712391615, 0.0010132681345567107, 0.002951612463220954, 0.00312242959626019]","[0.0007155740167945623, 0.0015696940245106816, 0.00414509791880846, 0.004869310650974512, 0.003152950666844845, 0.0022847179789096117, 0.0011082979617640376, 0.001290055806748569, 0.0004958845092914999, 0.0021044763270765543, 0.0019411478424444795, 0.0017413682071492076]"
94,7,12,1,S,S,P,P_S-S,Тропинка через луг были протоптаны во время деревенской ярмарки.,"[0.0006489133229479194, 0.0013156924396753311, 0.007468541618436575, 0.0030050454661250114, 0.023235507309436798, 0.003071000799536705, 0.0004161226097494364, 0.0031663377303630114, 0.0008134390227496624, 0.0023323569912463427, 0.002111337846145034, 0.000993683934211731]","[0.0025344626046717167, 0.0037672549951821566, 0.008126944303512573, 0.012611310929059982, 0.007257484365254641, 0.007503099739551544, 0.002143458230420947, 0.00409182021394372, 0.000833757920190692, 0.004137192852795124, 0.003827367676422, 0.0009817733662202954]"
95,8,12,1,S,P,S,S_S-P,Тропинка через луга была протоптана во время деревенской ярмарки.,"[0.0002730115666054189, 0.0030104974284768105, 0.0017636878183111548, 0.007155857980251312, 0.016745522618293762, 0.0008349510026164353, 0.0003821169666480273, 0.004065921995788813, 0.0031097454484552145, 0.0010606471914798021, 0.0036205321084707975, 0.002739610383287072]","[0.00026488793082535267, 0.0009912848472595215, 0.002138429321348667, 0.005782006308436394, 0.002783253788948059, 0.0012807102175429463, 0.000533724611159414, 0.0005237307632341981, 0.0005049395258538425, 0.0007184499409049749, 0.0021633293945342302, 0.002359736943617463]"
96,1,13,1,P,S,S,S_P-S,Кружева на наряд было упаковано в вышитый шёлковый мешочек.,"[0.00015977823932189494, 0.0005140904686413705, 0.0010490245185792446, 0.0004425182705745101, 0.006208650302141905, 0.0011565311579033732, 7.780397572787479e-05, 0.0009650234715081751, 0.0002670006069820374, 0.0007696769316680729, 0.00041347622754983604, 0.0007741517038084567]","[0.0005529841291718185, 0.0017853927565738559, 0.00821726955473423, 0.0009911501547321677, 0.005092828534543514, 0.004176039714366198, 0.00034503580536693335, 0.0015000835992395878, 0.0006753646885044873, 0.0006737462244927883, 0.00043975471635349095, 0.00210494059138]"
97,2,13,1,P,S,P,P_P-S,Кружева на наряд были упакованы в вышитый шёлковый мешочек.,"[0.00019170960877090693, 0.0011484025744721293, 0.00040915855788625777, 0.0006143644568510354, 0.004799488466233015, 0.0010045706294476986, 6.040673179086298e-05, 0.0010989403817802668, 0.0008800782379694283, 0.000381313991965726, 0.00046380903222598135, 0.0019094934687018394]","[0.0006143475766293705, 0.00278984266333282, 0.007741833105683327, 0.0021129960659891367, 0.005973344203084707, 0.0038308382499963045, 0.0003547109372448176, 0.0020554231014102697, 0.0012591216946020722, 0.0004558231739792973, 0.0008526044548489153, 0.004543870221823454]"
98,3,13,1,P,P,S,S_P-P,Кружева на наряды было упаковано в вышитый шёлковый мешочек.,"[0.00037212311872281134, 0.0005726413219235837, 0.005435839295387268, 0.0009553772397339344, 0.011005588807165623, 0.002073979005217552, 0.00024110812228173018, 0.001792842522263527, 0.0006819681730121374, 0.002108936198055744, 0.0007272059447132051, 0.0017710888059809804]","[0.0007425459916703403, 0.002591483062133193, 0.008230266161262989, 0.0026825859677046537, 0.005169173236936331, 0.0032380279153585434, 0.0005143220769241452, 0.0010483827209100127, 0.0025078365579247475, 0.00123996299225837, 0.0010697473771870136, 0.0019664785359054804]"
99,4,13,1,P,P,P,P_P-P,Кружева на наряды были упакованы в вышитый шёлковый мешочек.,"[0.0004991474561393261, 0.0015999824972823262, 0.001599324052222073, 0.0012802454875782132, 0.009527373127639294, 0.002272556535899639, 0.0002308338152943179, 0.0019498994806781411, 0.0018665296956896782, 0.001543014426715672, 0.0009077657014131546, 0.0037308745086193085]","[0.0012405315646901727, 0.005288316402584314, 0.005941347684711218, 0.007151640485972166, 0.007112428080290556, 0.004392228089272976, 0.0007819735328666866, 0.0019050808623433113, 0.006926331669092178, 0.0012740290258079767, 0.002371107693761587, 0.005356922745704651]"
100,5,13,1,S,S,S,S_S-S,Кружево на наряд было упаковано в вышитый шёлковый мешочек.,"[0.0005067803431302309, 0.0012791476910933852, 0.0020897320937365294, 0.002202145056799054, 0.016295084729790688, 0.001993154874071479, 0.00045056859380565584, 0.003091534599661827, 0.0022735476959496737, 0.0022680461406707764, 0.0023104629945009947, 0.003483094973489642]","[0.0009455244871787727, 0.003220930928364396, 0.007226315792649984, 0.00338910985738039, 0.008287048898637295, 0.004505283664911985, 0.0006578376051038504, 0.0018618815811350942, 0.0016431586118414998, 0.0012682153610512614, 0.00281493435613811, 0.005734426435083151]"
101,6,13,1,S,S,P,P_S-S,Кружево на наряд были упакованы в вышитый шёлковый мешочек.,"[0.0005862019606865942, 0.0016261660493910313, 0.0013555401237681508, 0.0012015355750918388, 0.012156580574810505, 0.0018723605899140239, 0.000273458834271878, 0.0025860201567411423, 0.0007725227042101324, 0.0013598036020994186, 0.0017860019579529762, 0.0022089071571826935]","[0.0011316431919112802, 0.004970628768205643, 0.00855326559394598, 0.0063447351567447186, 0.010678180493414402, 0.005160302389413118, 0.0007065129466354847, 0.0026291015092283487, 0.0017081937985494733, 0.001577606424689293, 0.004049824085086584, 0.011699681170284748]"
102,7,13,1,S,P,S,S_S-P,Кружево на наряды было упаковано в вышитый шёлковый мешочек.,"[0.0005691480473615229, 0.0016163400141522288, 0.00313425250351429, 0.002475554822012782, 0.018050091341137886, 0.0020450919400900602, 0.0005027407896704972, 0.004091113340109587, 0.0032310504466295242, 0.0031382187735289335, 0.0028547898400574923, 0.0059842076152563095]","[0.0009117709123529494, 0.003430124605074525, 0.008822296746075153, 0.004225104581564665, 0.006662095431238413, 0.004220574162900448, 0.0006469541694968939, 0.0013403474586084485, 0.003926109056919813, 0.0012883860617876053, 0.0027342133689671755, 0.0033357494976371527]"
103,8,13,1,S,P,P,P_S-P,Кружево на наряды были упакованы в вышитый шёлковый мешочек.,"[0.0006287582800723612, 0.001240392099134624, 0.0015199769986793399, 0.0011473861522972584, 0.014876182191073895, 0.0021197551395744085, 0.000277926359558478, 0.0026340477634221315, 0.0009406441822648048, 0.0024624017532914877, 0.0013855280121788383, 0.0029817267786711454]","[0.0019631609320640564, 0.007372092455625534, 0.008078381419181824, 0.011436049826443195, 0.009337841533124447, 0.006345781031996012, 0.0010519565548747778, 0.0027934384997934103, 0.008462394587695599, 0.002147753955796361, 0.0043460773304104805, 0.007324086967855692]"
104,1,14,1,P,S,P,P_P-S,Легенды про замок были записаны в старинной летописи графства.,"[0.00019727197650354356, 0.006916821002960205, 0.017759136855602264, 0.008115863427519798, 0.008373607881367207, 0.001304946723394096, 0.0004753601097036153, 0.0014083085115998983, 0.0032396609894931316, 0.0005724945804104209, 0.003407210810109973, 0.011993194930255413]","[0.0021373273339122534, 0.0015466954791918397, 0.023984402418136597, 0.005430759396404028, 0.004671111702919006, 0.0024061722215265036, 0.003856913186609745, 0.0013986414996907115, 0.003432462690398097, 0.0025545451790094376, 0.0026258123107254505, 0.002168601378798485]"
105,2,14,1,P,P,S,S_P-P,Легенды про замки была записана в старинной летописи графства.,"[0.0022382372990250587, 0.0029460920486599207, 0.011925867758691311, 0.0034076443407684565, 0.02188117615878582, 0.008790300227701664, 0.0021696321200579405, 0.0021671827416867018, 0.0011198327410966158, 0.002646779175847769, 0.011133258230984211, 0.006514621898531914]","[0.006688150577247143, 0.0036865079309791327, 0.03051060438156128, 0.00827950518578291, 0.017568577080965042, 0.030555089935660362, 0.0068786474876105785, 0.003565666265785694, 0.006030000746250153, 0.004004412330687046, 0.009006371721625328, 0.003152543678879738]"
106,3,14,1,P,P,P,P_P-P,Легенды про замки были записаны в старинной летописи графства.,"[0.00033610317041166127, 0.006833596155047417, 0.016117556020617485, 0.009134507738053799, 0.009163329377770424, 0.0015902221202850342, 0.0006878421409055591, 0.0013549148570746183, 0.0033557391725480556, 0.0009413245134055614, 0.0030610577668994665, 0.013248898088932037]","[0.0011184625327587128, 0.0016314424574375153, 0.009895745664834976, 0.003823726437985897, 0.004459700081497431, 0.001951943733729422, 0.0014525321312248707, 0.001043560914695263, 0.004061543382704258, 0.001503175706602633, 0.002108911518007517, 0.003346894634887576]"
107,4,14,1,S,S,S,S_S-S,Легенда про замок была записана в старинной летописи графства.,"[0.00042336195474490523, 0.009018230251967907, 0.02151290327310562, 0.01685265451669693, 0.013690453954041004, 0.0007411813130602241, 0.0008141070138663054, 0.0033660712651908398, 0.0049542831256985664, 0.0006533822743222117, 0.00744442455470562, 0.01718689128756523]","[0.00372041342779994, 0.0017126795137301087, 0.039017051458358765, 0.005988101474940777, 0.005789931397885084, 0.003428982337936759, 0.0035580096300691366, 0.0006805502343922853, 0.002430859487503767, 0.0010872833663597703, 0.003960654139518738, 0.0017497740918770432]"
108,5,14,1,S,S,P,P_S-S,Легенда про замок были записаны в старинной летописи графства.,"[0.00120041542686522, 0.010421119630336761, 0.05269058048725128, 0.009674595668911934, 0.032937537878751755, 0.003406031522899866, 0.002084954408928752, 0.004990285728126764, 0.0013345131883397698, 0.0019612605683505535, 0.009193246252834797, 0.013614794239401817]","[0.017415665090084076, 0.007291791029274464, 0.03447515517473221, 0.020746875554323196, 0.014090346172451973, 0.013628595508635044, 0.018387462943792343, 0.005963047966361046, 0.0070981960743665695, 0.007238461636006832, 0.009051765315234661, 0.003726871684193611]"
109,6,14,1,S,P,S,S_S-P,Легенда про замки была записана в старинной летописи графства.,"[0.0005550608620978892, 0.00805435050278902, 0.01905505359172821, 0.015199415385723114, 0.016854362562298775, 0.0008930194308049977, 0.0009401944116689265, 0.0032331873662769794, 0.004617524333298206, 0.0009273044997826219, 0.007905108854174614, 0.015974868088960648]","[0.0010284015443176031, 0.0014954544603824615, 0.016938332468271255, 0.004222932271659374, 0.0049675749614834785, 0.0026705299969762564, 0.0008034899365156889, 0.000457849761005491, 0.0021065273322165012, 0.0005539293633773923, 0.0030640033073723316, 0.0020826272666454315]"
110,7,14,1,S,P,P,P_S-P,Легенда про замки были записаны в старинной летописи графства.,"[0.0007449674303643405, 0.007207794114947319, 0.05356535315513611, 0.005963151343166828, 0.03757743164896965, 0.001993926241993904, 0.0010465191444382071, 0.002646475099027157, 0.001775846816599369, 0.001998435240238905, 0.005262081976979971, 0.015289723873138428]","[0.003375857602804899, 0.00433855876326561, 0.016020912677049637, 0.008630634285509586, 0.01115652360022068, 0.0036627373192459345, 0.00317726144567132, 0.001465642941184342, 0.005645869765430689, 0.0021887230686843395, 0.004167432431131601, 0.004990384913980961]"
111,8,14,1,P,S,S,S_P-S,Легенды про замок была записана в старинной летописи графства.,"[0.0019202131079509854, 0.002520544221624732, 0.011063257232308388, 0.002745232777670026, 0.02018953673541546, 0.005870562046766281, 0.0020177913829684258, 0.0018474750686436892, 0.0007136599160730839, 0.002177441492676735, 0.009196465834975243, 0.006531905848532915]","[0.026929643005132675, 0.008308552205562592, 0.10164760053157806, 0.01619798317551613, 0.019180994480848312, 0.03458869457244873, 0.03430185467004776, 0.005005860701203346, 0.010580482892692089, 0.008171276189386845, 0.019023902714252472, 0.005211499519646168]"
112,1,15,1,P,P,S,S_P-P,Лестницы в подвалы была крутой из-за отсутствия свободного места.,"[0.00718357227742672, 0.002462831325829029, 0.022304296493530273, 0.004906289745122194, 0.07772518694400787, 0.023874642327427864, 0.0023988247849047184, 0.0098273241892457, 0.003079438814893365, 0.009566076099872589, 0.005500288680195808, 0.003811594797298312]","[0.004030569456517696, 0.0015170401893556118, 0.00610564649105072, 0.006804903037846088, 0.012735896743834019, 0.017469797283411026, 0.00448377151042223, 0.004251225385814905, 0.003801143728196621, 0.021632120013237, 0.0031805294565856457, 0.0016488786786794662]"
113,2,15,1,P,P,P,P_P-P,Лестницы в подвалы были крутыми из-за отсутствия свободного места.,"[0.004601866938173771, 0.002979487180709839, 0.015435900539159775, 0.007017584517598152, 0.06834473460912704, 0.017497843131422997, 0.0025291761849075556, 0.007095379754900932, 0.004540323745459318, 0.009114747866988182, 0.004412660375237465, 0.007265745662152767]","[0.002524265320971608, 0.003921873867511749, 0.009016151539981365, 0.010407032445073128, 0.017577482387423515, 0.00975207518786192, 0.0038640524726361036, 0.004968981258571148, 0.009670594707131386, 0.01747807301580906, 0.004164924379438162, 0.00510178878903389]"
114,3,15,1,S,S,S,S_S-S,Лестница в подвал была крутой из-за отсутствия свободного места.,"[0.008114254102110863, 0.004553080536425114, 0.01451561413705349, 0.013273779302835464, 0.07902996242046356, 0.0326874777674675, 0.0014096129452809691, 0.013296950608491898, 0.007887323386967182, 0.010581757873296738, 0.010563384741544724, 0.007452838122844696]","[0.010038948617875576, 0.007044963072985411, 0.014903277158737183, 0.008920956403017044, 0.02155628800392151, 0.01990584284067154, 0.006618579849600792, 0.007353298366069794, 0.008373049087822437, 0.024346694350242615, 0.009363366290926933, 0.005101497285068035]"
115,4,15,1,S,S,P,P_S-S,Лестница в подвал были крутыми из-за отсутствия свободного места.,"[0.010155588388442993, 0.0022791041992604733, 0.035032086074352264, 0.006640354637056589, 0.061984725296497345, 0.04950740933418274, 0.007281090132892132, 0.01224946416914463, 0.0037528052926063538, 0.009080331772565842, 0.00590187031775713, 0.006403027102351189]","[0.013159338384866714, 0.00811784714460373, 0.026844291016459465, 0.016652926802635193, 0.03896292299032211, 0.05129997059702873, 0.016206158325076103, 0.021120727062225342, 0.00916124228388071, 0.027498837560415268, 0.008553119376301765, 0.008420543745160103]"
116,5,15,1,S,P,S,S_S-P,Лестница в подвалы была крутой из-за отсутствия свободного места.,"[0.00844273716211319, 0.004233355633914471, 0.012823479250073433, 0.012371388264000416, 0.08695485442876816, 0.03148269280791283, 0.0013224254362285137, 0.009881260804831982, 0.0056126355193555355, 0.010479037649929523, 0.0087348073720932, 0.005853768903762102]","[0.0027475322131067514, 0.0016817415598779917, 0.0064924051985144615, 0.00836601760238409, 0.009597185999155045, 0.012087322771549225, 0.002639773767441511, 0.0036087646149098873, 0.0028473790735006332, 0.017080876976251602, 0.003300325945019722, 0.0014202329330146313]"
117,6,15,1,S,P,P,P_S-P,Лестница в подвалы были крутыми из-за отсутствия свободного места.,"[0.006353357806801796, 0.0016953775193542242, 0.03564897179603577, 0.004884151741862297, 0.05811532586812973, 0.029551729559898376, 0.004703332670032978, 0.006158906500786543, 0.0022938598413020372, 0.007547030225396156, 0.004590497352182865, 0.006337765604257584]","[0.0046446844935417175, 0.00496476236730814, 0.010164318606257439, 0.014074523001909256, 0.02589830756187439, 0.01934581808745861, 0.005835234187543392, 0.007610062602907419, 0.009697316214442253, 0.023498285561800003, 0.005268449895083904, 0.005864172708243132]"
118,7,15,1,P,S,S,S_P-S,Лестницы в подвал была крутой из-за отсутствия свободного места.,"[0.007740274537354708, 0.002465215278789401, 0.02821163460612297, 0.005251702852547169, 0.07428131997585297, 0.026543550193309784, 0.0028005510102957487, 0.012191850692033768, 0.00330787873826921, 0.010051225312054157, 0.005718001630157232, 0.0046737706288695335]","[0.011879506520926952, 0.005089651793241501, 0.020210931077599525, 0.008155458606779575, 0.022461114451289177, 0.029956791549921036, 0.008206767961382866, 0.008735014125704765, 0.005249613430351019, 0.030847737565636635, 0.0101681062951684, 0.004545028321444988]"
119,8,15,1,P,S,P,P_P-S,Лестницы в подвал были крутыми из-за отсутствия свободного места.,"[0.004591902252286673, 0.0034507126547396183, 0.017960581928491592, 0.0075976974330842495, 0.07519381493330002, 0.021173054352402687, 0.0025914013385772705, 0.008642056956887245, 0.0053827459923923016, 0.008141319267451763, 0.0054679736495018005, 0.007595679722726345]","[0.004920275881886482, 0.005985863972455263, 0.022378303110599518, 0.00856209546327591, 0.022237759083509445, 0.016378330066800117, 0.007381988689303398, 0.00796465389430523, 0.00791360903531313, 0.021686989814043045, 0.005282112862914801, 0.006608863826841116]"
120,1,16,1,P,P,P,P_P-P,Мосты через овраги были возведены после окончания военных действий.,"[0.00020115931692998856, 0.004861977882683277, 0.002489958656951785, 0.019787440076470375, 0.000912713585421443, 0.003201389219611883, 0.0004699223500210792, 0.003080928698182106, 0.004293369594961405, 9.631454304326326e-05, 0.004768852144479752, 0.003628259524703026]","[6.149346882011741e-05, 0.004739522933959961, 0.0012920988956466317, 0.03700164332985878, 0.0002541077556088567, 0.0016022511990740895, 0.00024677065084688365, 0.0014920084504410625, 0.0009234236786141992, 0.00014241400640457869, 0.007327726110816002, 0.001756099285557866]"
121,2,16,1,S,S,S,S_S-S,Мост через овраг был возведён после окончания военных действий.,"[0.008808606304228306, 0.0024694674648344517, 0.02131320722401142, 0.016197994351387024, 0.021156776696443558, 0.009072854183614254, 0.005308640189468861, 0.004872993566095829, 0.007968872785568237, 0.0027734546456485987, 0.002900653053075075, 0.008001508191227913]","[0.0005026287399232388, 0.0017579176928848028, 0.004660522565245628, 0.012938780710101128, 0.0034241536632180214, 0.0013576881028711796, 0.0029548625461757183, 0.002233087783679366, 0.002060988685116172, 0.0031677561346441507, 0.0027603846974670887, 0.0038916533812880516]"
122,3,16,1,S,S,P,P_S-S,Мост через овраг были возведены после окончания военных действий.,"[0.02059251070022583, 0.004581710323691368, 0.017995867878198624, 0.014379603788256645, 0.06216415390372276, 0.02762964554131031, 0.021468138322234154, 0.011147595942020416, 0.01250980980694294, 0.005102761089801788, 0.0050275893881917, 0.007953551597893238]","[0.0014461097307503223, 0.0026615168899297714, 0.008452560752630234, 0.012035524472594261, 0.012918892316520214, 0.0045055546797811985, 0.007172430399805307, 0.003762409556657076, 0.0033215489238500595, 0.007832194678485394, 0.0016593816690146923, 0.003789484966546297]"
123,4,16,1,S,P,S,S_S-P,Мост через овраги был возведён после окончания военных действий.,"[0.0059191323816776276, 0.0029634737875312567, 0.023704614490270615, 0.018595006316900253, 0.017930258065462112, 0.008425818756222725, 0.004028629511594772, 0.005684727802872658, 0.005635199137032032, 0.0026243089232593775, 0.0036313985474407673, 0.008239622227847576]","[0.00017945538274943829, 0.002509542740881443, 0.005806422792375088, 0.03551134839653969, 0.0018706705886870623, 0.0013078494230285287, 0.0011410705046728253, 0.003426477313041687, 0.001405938994139433, 0.0012755643110722303, 0.006386065389961004, 0.002458494156599045]"
124,5,16,1,S,P,P,P_S-P,Мост через овраги были возведены после окончания военных действий.,"[0.007180125452578068, 0.0026291769463568926, 0.018372435122728348, 0.010049502365291119, 0.016801171004772186, 0.012403488159179688, 0.005898334085941315, 0.004663222003728151, 0.009265480563044548, 0.00219756574369967, 0.0025439970195293427, 0.004051048308610916]","[0.0003237460623495281, 0.007813604548573494, 0.005532599054276943, 0.04600723460316658, 0.0035305253695696592, 0.0015295674093067646, 0.0015808516182005405, 0.003598943119868636, 0.004823093768209219, 0.001716847182251513, 0.00703946640715003, 0.004309322219341993]"
125,6,16,1,P,S,S,S_P-S,Мосты через овраг был возведён после окончания военных действий.,"[0.0006058451253920794, 0.0018609673716127872, 0.009657090529799461, 0.007320212200284004, 0.009149854071438313, 0.007882583886384964, 0.001615835470147431, 0.006249355152249336, 0.003099286463111639, 0.0005604620673693717, 0.0027638371102511883, 0.007733638864010572]","[0.0010455488227307796, 0.005856377072632313, 0.004797220695763826, 0.056848056614398956, 0.0027132073882967234, 0.00882638432085514, 0.006212661974132061, 0.001924566924571991, 0.0011994598899036646, 0.0019416124559938908, 0.003646006342023611, 0.004467753227800131]"
126,7,16,1,P,S,P,P_P-S,Мосты через овраг были возведены после окончания военных действий.,"[0.0015694661997258663, 0.007529310416430235, 0.007400736212730408, 0.02211323007941246, 0.008994908072054386, 0.004667795263230801, 0.002080413280054927, 0.006206314545124769, 0.01507539488375187, 0.0007170845638029277, 0.00478215329349041, 0.006672932766377926]","[0.00042732994188554585, 0.0012781324330717325, 0.00942374486476183, 0.01126684620976448, 0.0033214136492460966, 0.0013288051122799516, 0.002428618725389242, 0.002399654360488057, 0.0024166088551282883, 0.003892873413860798, 0.0015103379264473915, 0.001998357707634568]"
127,8,16,1,P,P,S,S_P-P,Мосты через овраги был возведён после окончания военных действий.,"[0.0011647051433101296, 0.003369106911122799, 0.009992734529078007, 0.011634932830929756, 0.005464993882924318, 0.012486975640058517, 0.002385802334174514, 0.008741929195821285, 0.003208813024684787, 0.0007645919686183333, 0.004506037104874849, 0.010292816907167435]","[0.0005148499039933085, 0.003506567794829607, 0.002276659943163395, 0.017221663147211075, 0.0008607655763626099, 0.014500554651021957, 0.001691657118499279, 0.002161037176847458, 0.0008406642591580749, 0.0005398796056397259, 0.0049695768393576145, 0.002684757113456726]"
128,1,17,1,S,S,S,S_S-S,Налог на доход был повышен из-за смены политического курса.,"[0.0012231905711814761, 0.019307006150484085, 0.02970482036471367, 0.02503492683172226, 0.011272436007857323, 0.0056649381294846535, 0.0003235279582440853, 0.0015487158671021461, 0.008218622766435146, 0.0003046406200155616, 0.008061106316745281, 0.02698962390422821]","[0.0008633569232188165, 0.008502481505274773, 0.005570290610194206, 0.00514416117221117, 0.008449438959360123, 0.002853154204785824, 0.0005149320932105184, 0.0007181353284977376, 0.017983853816986084, 0.00023105514992494136, 0.0023147331085056067, 0.016507605090737343]"
129,2,17,1,S,S,P,P_S-S,Налог на доход были повышены из-за смены политического курса.,"[0.0011558388359844685, 0.015942517668008804, 0.010904364287853241, 0.020663414150476456, 0.010079286992549896, 0.0048849196173250675, 0.0002890010364353657, 0.0021724971011281013, 0.006302088964730501, 0.00012926790805067867, 0.008365895599126816, 0.020498398691415787]","[0.000943125574849546, 0.011834871023893356, 0.0028987799305468798, 0.005405704490840435, 0.00781237194314599, 0.003357527544721961, 0.0005459008971229196, 0.0011193318059667945, 0.015439076349139214, 0.00017979738186113536, 0.002264516893774271, 0.009175615385174751]"
130,3,17,1,S,P,S,S_S-P,Налог на доходы был повышен из-за смены политического курса.,"[0.0026523033156991005, 0.028834031894803047, 0.03176755830645561, 0.0316724069416523, 0.019506974145770073, 0.009869987145066261, 0.0003685395931825042, 0.002782287774607539, 0.010487186722457409, 0.00025552036822773516, 0.011232096701860428, 0.03503759577870369]","[0.002097594551742077, 0.005291597452014685, 0.004269364755600691, 0.004880283027887344, 0.009474934078752995, 0.006531896535307169, 0.00045125570613890886, 0.0018731832969933748, 0.019879193976521492, 0.00020284636411815882, 0.002241289708763361, 0.010456094518303871]"
131,4,17,1,S,P,P,P_S-P,Налог на доходы были повышены из-за смены политического курса.,"[0.001500129234045744, 0.01708649843931198, 0.013258139602839947, 0.018519818782806396, 0.012372858822345734, 0.006555016152560711, 0.000274802150670439, 0.0027579343877732754, 0.007137844804674387, 0.00013368755753617734, 0.009693816304206848, 0.021140409633517265]","[0.0019988648127764463, 0.01126699335873127, 0.002335565397515893, 0.008046033792197704, 0.006880174390971661, 0.00501781702041626, 0.0006013664533384144, 0.0019379127770662308, 0.032927680760622025, 0.00016150528972502798, 0.0038967528380453587, 0.014364988543093204]"
132,5,17,1,P,S,S,S_P-S,Налоги на доход был повышен из-за смены политического курса.,"[0.006916495971381664, 0.013196653686463833, 0.11300274729728699, 0.015202853828668594, 0.07670154422521591, 0.020724309608340263, 0.006135427858680487, 0.010934751480817795, 0.005471300333738327, 0.006086151581257582, 0.005640664603561163, 0.015805592760443687]","[0.003785477951169014, 0.00776809174567461, 0.00939561054110527, 0.0028040430042892694, 0.022753514349460602, 0.016083497554063797, 0.003750197822228074, 0.003617051290348172, 0.004287637770175934, 0.0018716409103944898, 0.00162339280359447, 0.008638128638267517]"
133,6,17,1,P,S,P,P_P-S,Налоги на доход были повышены из-за смены политического курса.,"[0.0011908868327736855, 0.007463470567017794, 0.012930193915963173, 0.01128261350095272, 0.00905991904437542, 0.004555275198072195, 0.0002172249514842406, 0.0033914714585989714, 0.006293461192399263, 0.0002271446428494528, 0.006039271131157875, 0.011590486392378807]","[0.0011853661853820086, 0.007050447165966034, 0.003047392936423421, 0.002628680318593979, 0.012788337655365467, 0.0035010483115911484, 0.0005443867412395775, 0.0011730086989700794, 0.01050496008247137, 0.000294235855108127, 0.0020334755536168814, 0.006962718907743692]"
134,7,17,1,P,P,S,S_P-P,Налоги на доходы был повышен из-за смены политического курса.,"[0.01151951216161251, 0.02281702496111393, 0.13713853061199188, 0.01791134476661682, 0.08633635938167572, 0.03630521893501282, 0.006832974962890148, 0.016517560929059982, 0.006917893420904875, 0.006839253008365631, 0.00719450693577528, 0.02281203679740429]","[0.0076805404387414455, 0.00808960571885109, 0.011519355699419975, 0.006222747731953859, 0.01850094646215439, 0.04064347222447395, 0.005538617260754108, 0.01120974961668253, 0.012059632688760757, 0.0026562544517219067, 0.0019662429112941027, 0.008807803504168987]"
135,8,17,1,P,P,P,P_P-P,Налоги на доходы были повышены из-за смены политического курса.,"[0.0015120445750653744, 0.008097458630800247, 0.009945953264832497, 0.010360662825405598, 0.0096785519272089, 0.0056273192167282104, 0.00018494960386306047, 0.004524964839220047, 0.00594717264175415, 0.00018032273510470986, 0.006361604202538729, 0.010753728449344635]","[0.0027595164719969034, 0.008183238096535206, 0.0026912731118500233, 0.005286231637001038, 0.00990036129951477, 0.00700741121545434, 0.0005795094184577465, 0.0027787804137915373, 0.02583157643675804, 0.0002484126016497612, 0.0032124912831932306, 0.012269842438399792]"
136,1,18,1,S,S,P,P_S-S,Нападение на банк были совершены с применением холодного оружия. ,"[0.0035492610186338425, 0.04896792024374008, 0.041901975870132446, 0.13102427124977112, 0.03899382799863815, 0.011194449849426746, 0.003851426299661398, 0.06253167241811752, 0.045218389481306076, 0.001103778020478785, 0.030725114047527313, 0.04952939972281456]","[0.003415475832298398, 0.003028337610885501, 0.002787355799227953, 0.00524767255410552, 0.007165499962866306, 0.006223153788596392, 0.0034015809651464224, 0.004397403448820114, 0.0013809475349262357, 0.003954197280108929, 0.0006541907205246389, 0.0016920585185289383]"
