,Prot,Sent,Group,N1,N2,Pred,Code,Sentence,subj_attention,obj_attention
78,7,10,1,P,P,P,P_P-P,Жалобы на боли были тихими из-за нарушения дыхания пациента.,"[0.03098880499601364, 0.0009361241827718914, 0.011477530933916569, 0.0061994390562176704, 0.037945136427879333, 0.03839663416147232, 0.025605466216802597, 0.005007420666515827, 0.002064045052975416, 0.015853485092520714, 0.0008290151599794626, 0.0015662902733311057]","[0.009626978076994419, 0.007902625016868114, 0.006565168499946594, 0.009818674996495247, 0.014145961962640285, 0.021572662517428398, 0.012327023781836033, 0.013060485012829304, 0.005410195793956518, 0.016973530873656273, 0.0025005589704960585, 0.008057037368416786]"
79,8,10,1,S,S,S,S_S-S,Жалоба на боль была тихой из-за нарушения дыхания пациента.,"[0.028571566566824913, 0.0014732987619936466, 0.010792623274028301, 0.008964254520833492, 0.05241595208644867, 0.049043137580156326, 0.022679338231682777, 0.00738308671861887, 0.0028611933812499046, 0.012335443869233131, 0.0006509171798825264, 0.0020596799440681934]","[0.004504128824919462, 0.0036633554846048355, 0.0026788346003741026, 0.003735802136361599, 0.00807324517518282, 0.015726355835795403, 0.008746474981307983, 0.010473374277353287, 0.004321086220443249, 0.007482033222913742, 0.0010694528464227915, 0.008905462920665741]"
80,1,11,1,S,P,S,S_S-P,История про убийства была рассказана в присутствии маленьких детей.,"[0.03397180140018463, 0.013279972597956657, 0.01629638485610485, 0.04481005296111107, 0.058658190071582794, 0.07505596429109573, 0.03402656689286232, 0.025255540385842323, 0.006906828377395868, 0.007230568211525679, 0.0037752336356788874, 0.005863853730261326]","[0.0067101456224918365, 0.0031558850314468145, 0.0035157823003828526, 0.0075455824844539165, 0.0055446685291826725, 0.03593580797314644, 0.005170833319425583, 0.005278749391436577, 0.00793455634266138, 0.0007030816050246358, 0.0007247690809890628, 0.00131859234534204]"
81,2,11,1,S,P,P,P_S-P,История про убийства были рассказаны в присутствии маленьких детей.,"[0.022452514618635178, 0.012640513479709625, 0.02091269940137863, 0.03611405938863754, 0.03897123038768768, 0.06268669664859772, 0.021268129348754883, 0.01795506849884987, 0.0031337360851466656, 0.005545849446207285, 0.002636471763253212, 0.003480707062408328]","[0.011239469051361084, 0.005740288179367781, 0.007493690121918917, 0.012447414919734001, 0.007284209597855806, 0.028399599716067314, 0.007881139405071735, 0.007898639887571335, 0.008235380984842777, 0.000743967539165169, 0.0010697516845539212, 0.0013299731072038412]"
82,3,11,1,P,S,S,S_P-S,Истории про убийство была рассказана в присутствии маленьких детей.,"[0.011476598680019379, 0.0027163312770426273, 0.0151288453489542, 0.003525363514199853, 0.030782312154769897, 0.06394878029823303, 0.0340830534696579, 0.005980753339827061, 0.002947065746411681, 0.006637405604124069, 0.0010134312324225903, 0.002706692088395357]","[0.008170204237103462, 0.0018151808762922883, 0.009692511521279812, 0.0012867392506450415, 0.0034138611517846584, 0.018624890595674515, 0.007645376492291689, 0.0051825987175107, 0.0011810167925432324, 0.0006807548343203962, 0.00030621286714449525, 0.00035715207923203707]"
83,4,11,1,P,S,P,P_P-S,Истории про убийство были рассказаны в присутствии маленьких детей.,"[0.011439742520451546, 0.0029842760413885117, 0.011961471289396286, 0.007200694642961025, 0.02671477012336254, 0.04827408492565155, 0.033421557396650314, 0.006903814617544413, 0.00455187214538455, 0.006679285783320665, 0.0011138991685584188, 0.0034793445374816656]","[0.012793289497494698, 0.0021685592364519835, 0.010419953614473343, 0.002119024284183979, 0.002633662661537528, 0.019483176991343498, 0.007768738549202681, 0.006514775566756725, 0.0017037373036146164, 0.0007927417173050344, 0.0005418225773610175, 0.0005147942574694753]"
84,5,11,1,P,P,S,S_P-P,Истории про убийства была рассказана в присутствии маленьких детей.,"[0.011597951874136925, 0.00284251244738698, 0.0155702605843544, 0.0033952624071389437, 0.02840510569512844, 0.05687464401125908, 0.031448107212781906, 0.005917602218687534, 0.0020572447683662176, 0.006498451344668865, 0.0010617985390126705, 0.00257886596955359]","[0.008625796064734459, 0.004100400488823652, 0.00947099644690752, 0.005435202736407518, 0.004613884724676609, 0.03384299948811531, 0.012626429088413715, 0.007992075756192207, 0.004278757609426975, 0.000974993861746043, 0.00043459332664497197, 0.0008763196528889239]"
85,6,11,1,P,P,P,P_P-P,Истории про убийства были рассказаны в присутствии маленьких детей.,"[0.011264849454164505, 0.003331196028739214, 0.013401618227362633, 0.007522342726588249, 0.027912607416510582, 0.046879928559064865, 0.032482318580150604, 0.007089470513164997, 0.0034540670458227396, 0.007796939928084612, 0.0010935933096334338, 0.0031918701715767384]","[0.012937388382852077, 0.004903123714029789, 0.013398531824350357, 0.008065132424235344, 0.004194906447082758, 0.031829845160245895, 0.014145588502287865, 0.011782621964812279, 0.006818034686148167, 0.00120549276471138, 0.000731869600713253, 0.0012159430189058185]"
86,7,11,1,S,S,S,S_S-S,История про убийство была рассказана в присутствии маленьких детей.,"[0.041044142097234726, 0.012148224748671055, 0.015319965779781342, 0.0397634357213974, 0.05489153414964676, 0.07681984454393387, 0.0376136377453804, 0.01925991289317608, 0.0073659964837133884, 0.007599561009556055, 0.004193444270640612, 0.006905931513756514]","[0.006750297732651234, 0.0016466759843751788, 0.0037915389984846115, 0.002125420607626438, 0.0044640302658081055, 0.022760899737477303, 0.0030663046054542065, 0.0032099976669996977, 0.0022524534724652767, 0.0005213388940319419, 0.00025722815189510584, 0.00046208297135308385]"
87,8,11,1,S,S,P,P_S-S,История про убийство были рассказаны в присутствии маленьких детей.,"[0.017264697700738907, 0.008969790302217007, 0.012229989282786846, 0.022118771448731422, 0.028285011649131775, 0.05296716094017029, 0.014272996224462986, 0.006465458776801825, 0.002759699709713459, 0.003319949610158801, 0.0023484688717871904, 0.003059864742681384]","[0.005219354759901762, 0.0017605408793315291, 0.004422793164849281, 0.002097213175147772, 0.004106416366994381, 0.014867314137518406, 0.002859960775822401, 0.0029180110432207584, 0.0010343081085011363, 0.000578469131141901, 0.0002180723095079884, 0.00021972323884256184]"
88,1,12,1,S,P,P,P_S-P,Тропинка через луга были протоптаны во время деревенской ярмарки.,"[0.04954741522669792, 0.005871352273970842, 0.023963725194334984, 0.018309716135263443, 0.07404929399490356, 0.0758959949016571, 0.015323212370276451, 0.012000566348433495, 0.0029306693468242884, 0.04037419706583023, 0.0024282478261739016, 0.0084760757163167]","[0.010138528421521187, 0.000491834303829819, 0.00938924215734005, 0.00986495241522789, 0.033205099403858185, 0.010910561308264732, 0.008348846808075905, 0.0030917166732251644, 0.0014346025418490171, 0.004267997574061155, 0.00033706921385601163, 0.0010233604116365314]"
89,2,12,1,P,S,S,S_P-S,Тропинки через луг была протоптана во время деревенской ярмарки.,"[0.037076227366924286, 0.0057531846687197685, 0.016388338059186935, 0.01410631276667118, 0.0584581196308136, 0.06864119321107864, 0.01827002502977848, 0.01190926507115364, 0.0024414414074271917, 0.02426755242049694, 0.0029774282593280077, 0.009739379398524761]","[0.009651517495512962, 0.0005739006446674466, 0.01923307403922081, 0.00955791212618351, 0.042531564831733704, 0.015463067218661308, 0.015625692903995514, 0.003221376333385706, 0.0021025827154517174, 0.006204972043633461, 0.00032098329393193126, 0.0010322611778974533]"
90,3,12,1,P,S,P,P_P-S,Тропинки через луг были протоптаны во время деревенской ярмарки.,"[0.03413741663098335, 0.007158374879509211, 0.02085915580391884, 0.0187209602445364, 0.056865960359573364, 0.07256896793842316, 0.024884823709726334, 0.01734808459877968, 0.003446504008024931, 0.017654864117503166, 0.0034517429303377867, 0.010477129369974136]","[0.01119962427765131, 0.0006067367503419518, 0.013707704842090607, 0.013463810086250305, 0.029392337426543236, 0.011164313182234764, 0.011315186507999897, 0.0034778141416609287, 0.0015645979437977076, 0.0057591930963099, 0.0002983042213600129, 0.001058730180375278]"
91,4,12,1,P,P,S,S_P-P,Тропинки через луга была протоптана во время деревенской ярмарки.,"[0.04211735352873802, 0.005722138565033674, 0.01923789456486702, 0.014187251217663288, 0.06340859830379486, 0.06977412849664688, 0.018663182854652405, 0.012366995215415955, 0.0024224244989454746, 0.03179526701569557, 0.0031530153937637806, 0.010988449677824974]","[0.011106033809483051, 0.00048439655802212656, 0.010923863388597965, 0.006039469502866268, 0.043199677020311356, 0.01135733537375927, 0.014105215668678284, 0.0022932931315153837, 0.0015276677440851927, 0.0036519062705338, 0.0004620058462023735, 0.0015111693646758795]"
92,5,12,1,P,P,P,P_P-P,Тропинки через луга были протоптаны во время деревенской ярмарки.,"[0.032865144312381744, 0.00652578379958868, 0.01988646760582924, 0.017192652449011803, 0.05625458434224129, 0.07164712995290756, 0.023890240117907524, 0.015193807892501354, 0.0031675356440246105, 0.01967909000813961, 0.003232683287933469, 0.009550175629556179]","[0.01035371795296669, 0.00046685655252076685, 0.008593486621975899, 0.008428743109107018, 0.02477068081498146, 0.0089870048686862, 0.008921504020690918, 0.002301178639754653, 0.001085243420675397, 0.003326558042317629, 0.00033660337794572115, 0.0011332033900544047]"
93,6,12,1,S,S,S,S_S-S,Тропинка через луг была протоптана во время деревенской ярмарки.,"[0.030341193079948425, 0.0053900014609098434, 0.016050225123763084, 0.018431013450026512, 0.05193323642015457, 0.06031570956110954, 0.018441997468471527, 0.010029471479356289, 0.003285188227891922, 0.015414418652653694, 0.0030038091354072094, 0.0071678124368190765]","[0.008518321439623833, 0.0005582280573435128, 0.016739588230848312, 0.012197693809866905, 0.03424893692135811, 0.01397605799138546, 0.009602777659893036, 0.002952077891677618, 0.0017614734824746847, 0.004995916970074177, 0.0003193180891685188, 0.0010919237975031137]"
94,7,12,1,S,S,P,P_S-S,Тропинка через луг были протоптаны во время деревенской ярмарки.,"[0.048894770443439484, 0.006149590946733952, 0.02278124913573265, 0.019493866711854935, 0.06635992228984833, 0.07563991099596024, 0.015505800023674965, 0.0120449373498559, 0.003088569501414895, 0.029746314510703087, 0.0022477549500763416, 0.008793672546744347]","[0.009459467604756355, 0.0005010393797419965, 0.012697922997176647, 0.012254598550498486, 0.03752715513110161, 0.011938110925257206, 0.008726632222533226, 0.003912813030183315, 0.001584341749548912, 0.005410581827163696, 0.00022821170568931848, 0.0007330904481932521]"
95,8,12,1,S,P,S,S_S-P,Тропинка через луга была протоптана во время деревенской ярмарки.,"[0.029400203377008438, 0.005180923733860254, 0.014748761430382729, 0.015874821692705154, 0.049736034125089645, 0.060997843742370605, 0.016969239339232445, 0.00892710592597723, 0.002907987218350172, 0.018727123737335205, 0.003048855345696211, 0.0067385113798081875]","[0.008435034193098545, 0.0004457716422621161, 0.009234628640115261, 0.007034669630229473, 0.029505616053938866, 0.01041003130376339, 0.007422874215990305, 0.0017954368377104402, 0.0013810060918331146, 0.0024344795383512974, 0.0003834552480839193, 0.0012720783706754446]"
96,1,13,1,P,S,S,S_P-S,Кружева на наряд было упаковано в вышитый шёлковый мешочек.,"[0.009485490620136261, 0.00060691824182868, 0.005098654888570309, 0.0005962856230325997, 0.03050576150417328, 0.01966916024684906, 0.00954919122159481, 0.0077871172688901424, 0.000272254430456087, 0.009181397035717964, 0.002803710289299488, 0.0010356373386457562]","[0.019992288202047348, 0.00030235847225412726, 0.009222813881933689, 0.000978659139946103, 0.029325274750590324, 0.014714539051055908, 0.00413149781525135, 0.0028550128918141127, 0.00028815382393077016, 0.0057439375668764114, 0.00025578757049515843, 0.00031340867280960083]"
97,2,13,1,P,S,P,P_P-S,Кружева на наряд были упакованы в вышитый шёлковый мешочек.,"[0.012206301093101501, 0.0005749200936406851, 0.00574481301009655, 0.0006760475225746632, 0.02084721252322197, 0.02310474030673504, 0.0066718957386910915, 0.0037018994335085154, 0.00035630111233331263, 0.010856657288968563, 0.0011768557596951723, 0.00151570956222713]","[0.01294984482228756, 0.00029121997067704797, 0.009136383421719074, 0.0008940829429775476, 0.01269960030913353, 0.007875926792621613, 0.003147660754621029, 0.0022263044957071543, 0.0002943594299722463, 0.008002525195479393, 0.00020310051331762224, 0.00030173841514624655]"
98,3,13,1,P,P,S,S_P-P,Кружева на наряды было упаковано в вышитый шёлковый мешочек.,"[0.007645298261195421, 0.0004955033655278385, 0.004457200411707163, 0.0004778132715728134, 0.026291783899068832, 0.015773830935359, 0.0086608175188303, 0.007254470605403185, 0.00025782646844163537, 0.007698103319853544, 0.002206656150519848, 0.0007596387877129018]","[0.013408098369836807, 0.0015004156157374382, 0.015303871594369411, 0.0011814938625320792, 0.02180161140859127, 0.01433232706040144, 0.009189506061375141, 0.004702090751379728, 0.0008147709886543453, 0.02064611203968525, 0.0007993988692760468, 0.0010719458805397153]"
99,4,13,1,P,P,P,P_P-P,Кружева на наряды были упакованы в вышитый шёлковый мешочек.,"[0.01807912439107895, 0.0006500309100374579, 0.008185921236872673, 0.0007581241661682725, 0.02765692211687565, 0.02365601621568203, 0.008719965815544128, 0.005743771325796843, 0.00042470116750337183, 0.012844299897551537, 0.0010781525634229183, 0.00140590057708323]","[0.01075426209717989, 0.0019228489836677909, 0.01402523834258318, 0.0009594896691851318, 0.010776313953101635, 0.007861984893679619, 0.007386358454823494, 0.0029810902196913958, 0.0008167722262442112, 0.020263584330677986, 0.000509184377733618, 0.001040845294483006]"
100,5,13,1,S,S,S,S_S-S,Кружево на наряд было упаковано в вышитый шёлковый мешочек.,"[0.0202435702085495, 0.0006035111146047711, 0.005273735150694847, 0.001173693803139031, 0.030652984976768494, 0.034779854118824005, 0.011823867447674274, 0.008167191408574581, 0.00045690828119404614, 0.012366550974547863, 0.0020298415329307318, 0.001760262530297041]","[0.01846781000494957, 0.0004843135247938335, 0.0081313606351614, 0.0010336819104850292, 0.03559150546789169, 0.012238898314535618, 0.00484051089733839, 0.00326987961307168, 0.00044813990825787187, 0.006429466884583235, 0.0003169465344399214, 0.00038837039028294384]"
101,6,13,1,S,S,P,P_S-S,Кружево на наряд были упакованы в вышитый шёлковый мешочек.,"[0.06042724847793579, 0.0011812463635578752, 0.018107609823346138, 0.0033080196008086205, 0.049542177468538284, 0.05012660101056099, 0.017324253916740417, 0.009534582495689392, 0.0010515066096559167, 0.020600710064172745, 0.00320982257835567, 0.0046038273721933365]","[0.016053425148129463, 0.001393886748701334, 0.017266124486923218, 0.002591869328171015, 0.0321270152926445, 0.012994246557354927, 0.006783722899854183, 0.004792083986103535, 0.0008961623534560204, 0.015226731076836586, 0.0005496196099556983, 0.0010219127871096134]"
102,7,13,1,S,P,S,S_S-P,Кружево на наряды было упаковано в вышитый шёлковый мешочек.,"[0.019031310454010963, 0.0005367140984162688, 0.0048005059361457825, 0.0010729307541623712, 0.028423534706234932, 0.032005999237298965, 0.011922022327780724, 0.007252829149365425, 0.000436523201642558, 0.009782015345990658, 0.0017805998213589191, 0.0014379494823515415]","[0.011472220532596111, 0.0019071873975917697, 0.012651837430894375, 0.0010815808782353997, 0.019793597981333733, 0.012221443466842175, 0.00785715039819479, 0.004218486603349447, 0.001275746151804924, 0.024351485073566437, 0.0007208972238004208, 0.0012645225506275892]"
103,8,13,1,S,P,P,P_S-P,Кружево на наряды были упакованы в вышитый шёлковый мешочек.,"[0.06934820115566254, 0.0007510413997806609, 0.0209486223757267, 0.0029102733824402094, 0.044198669493198395, 0.05029161274433136, 0.02314915880560875, 0.009362670592963696, 0.0008154504466801882, 0.01909307762980461, 0.0013149589067324996, 0.0023252698592841625]","[0.008352060802280903, 0.004260011482983828, 0.019052259624004364, 0.002391464775428176, 0.01422033179551363, 0.01156905572861433, 0.009876515716314316, 0.00586863374337554, 0.0022507794201374054, 0.038667451590299606, 0.0011307323584333062, 0.0028982420917600393]"
104,1,14,1,P,S,P,P_P-S,Легенды про замок были записаны в старинной летописи графства.,"[0.003181696869432926, 0.0004271880316082388, 0.007051778957247734, 0.0007205004803836346, 0.006243533454835415, 0.014383054338395596, 0.013215134851634502, 0.00245716143399477, 0.0004381190810818225, 0.0025481954216957092, 0.0014330273261293769, 0.0005865388084203005]","[0.09451954811811447, 0.0024397382512688637, 0.010443641804158688, 0.015354976058006287, 0.01658087596297264, 0.02628999389708042, 0.029881179332733154, 0.03801679611206055, 0.003292249282822013, 0.009592820890247822, 0.0025416722055524588, 0.0020037218928337097]"
105,2,14,1,P,P,S,S_P-P,Легенды про замки была записана в старинной летописи графства.,"[0.002902424428611994, 0.00023095455253496766, 0.0066047608852386475, 0.0004965586122125387, 0.004318063613027334, 0.006511779967695475, 0.007666826248168945, 0.002665308304131031, 0.0001854402362369001, 0.0009126684162765741, 0.0015420736744999886, 0.0003220466314814985]","[0.03248698636889458, 0.0018424694426357746, 0.010898131877183914, 0.0024722530506551266, 0.012997356243431568, 0.023540938273072243, 0.01189305167645216, 0.029091136530041695, 0.0010173203190788627, 0.005710085853934288, 0.004320728126913309, 0.001650953316129744]"
106,3,14,1,P,P,P,P_P-P,Легенды про замки были записаны в старинной летописи графства.,"[0.0033782136160880327, 0.0004980236408300698, 0.007181135937571526, 0.0007708214689046144, 0.005151933059096336, 0.015068884938955307, 0.012145331129431725, 0.0025371562223881483, 0.00044611876364797354, 0.003085565287619829, 0.0016024541109800339, 0.0008422397659160197]","[0.029887212440371513, 0.0032725397031754255, 0.006472171749919653, 0.004752439446747303, 0.012133978307247162, 0.02138856053352356, 0.013938608579337597, 0.034778397530317307, 0.0015293724136427045, 0.0050541735254228115, 0.004229659214615822, 0.0014721668558195233]"
107,4,14,1,S,S,S,S_S-S,Легенда про замок была записана в старинной летописи графства.,"[0.00828011054545641, 0.003012336092069745, 0.011032040230929852, 0.010951912961900234, 0.040540315210819244, 0.021458586677908897, 0.028716618195176125, 0.008065175265073776, 0.0021199278999119997, 0.0009270426235161722, 0.006360458675771952, 0.003314011497423053]","[0.10092419385910034, 0.00149413978215307, 0.014439019374549389, 0.01524380687624216, 0.015096521936357021, 0.030603701248764992, 0.03483766317367554, 0.023069120943546295, 0.004739486146718264, 0.009050733409821987, 0.0024495746474713087, 0.0027748597785830498]"
108,5,14,1,S,S,P,P_S-S,Легенда про замок были записаны в старинной летописи графства.,"[0.01482423860579729, 0.0020236740820109844, 0.01167965680360794, 0.006754787638783455, 0.04773500934243202, 0.027621829882264137, 0.019473696127533913, 0.010612361133098602, 0.0008909109164960682, 0.0009777029044926167, 0.003982557915151119, 0.0024101424496620893]","[0.11940278857946396, 0.0012307324213907123, 0.006377572659403086, 0.012035959400236607, 0.007551325019448996, 0.018814345821738243, 0.018717089667916298, 0.011118763126432896, 0.0024262904189527035, 0.005987587850540876, 0.002308199880644679, 0.0009890975197777152]"
109,6,14,1,S,P,S,S_S-P,Легенда про замки была записана в старинной летописи графства.,"[0.009109031409025192, 0.002402515849098563, 0.00951096136122942, 0.009625577367842197, 0.025652222335338593, 0.023190336301922798, 0.022906562313437462, 0.006417366210371256, 0.0012213593581691384, 0.0007034745649434626, 0.004293652717024088, 0.0022993232123553753]","[0.024752177298069, 0.0018237802432850003, 0.007545535918325186, 0.003752901451662183, 0.005732049699872732, 0.02375095896422863, 0.007726515177637339, 0.01778573729097843, 0.0009614080772735178, 0.0038527026772499084, 0.003414032282307744, 0.0010932678123936057]"
110,7,14,1,S,P,P,P_S-P,Легенда про замки были записаны в старинной летописи графства.,"[0.01030026376247406, 0.003298637457191944, 0.014129615388810635, 0.009230799041688442, 0.03564518317580223, 0.023050591349601746, 0.022154690697789192, 0.009209093637764454, 0.0017291923286393285, 0.001170649193227291, 0.004726594779640436, 0.00373723148368299]","[0.035334356129169464, 0.003313229186460376, 0.005806754808872938, 0.006163806188851595, 0.007511332631111145, 0.020966166630387306, 0.010978787206113338, 0.02070782333612442, 0.0018113675760105252, 0.0039551896043121815, 0.004576581995934248, 0.0015797327505424619]"
111,8,14,1,P,S,S,S_P-S,Легенды про замок была записана в старинной летописи графства.,"[0.0020202796440571547, 0.0002721657510846853, 0.007510961964726448, 0.0005468314047902822, 0.005094276741147041, 0.010240696370601654, 0.008869151584804058, 0.0019366666674613953, 0.00030793031328357756, 0.0009952083928510547, 0.001818432821892202, 0.0004219816473778337]","[0.09685593843460083, 0.0025060365442186594, 0.01568502187728882, 0.014429815113544464, 0.026906661689281464, 0.028455937281250954, 0.04426812008023262, 0.03883993998169899, 0.0046757785603404045, 0.008414081297814846, 0.004238380119204521, 0.005294978618621826]"
112,1,15,1,P,P,S,S_P-P,Лестницы в подвалы была крутой из-за отсутствия свободного места.,"[0.01370380911976099, 0.0012395322555676103, 0.013190343976020813, 0.003409127937629819, 0.02202499657869339, 0.023802325129508972, 0.026356736198067665, 0.004517341032624245, 0.0013648049207404256, 0.006915919482707977, 0.00030009227339178324, 0.0013555367477238178]","[0.026453403756022453, 0.001204078202135861, 0.012586996890604496, 0.0011018349323421717, 0.015139244496822357, 0.022270888090133667, 0.03220696747303009, 0.0029511833563447, 0.002205447992309928, 0.04752242565155029, 6.600943015655503e-05, 0.001261993427760899]"
113,2,15,1,P,P,P,P_P-P,Лестницы в подвалы были крутыми из-за отсутствия свободного места.,"[0.014177560806274414, 0.0005439301603473723, 0.01866956241428852, 0.0020896862260997295, 0.018945498391985893, 0.028727645054459572, 0.024632075801491737, 0.0031186584383249283, 0.0023366790264844894, 0.00669451430439949, 0.0004887788090854883, 0.0008944808505475521]","[0.018424684181809425, 0.001074663712643087, 0.011406398378312588, 0.001624367549084127, 0.012848730199038982, 0.01583813689649105, 0.015505664981901646, 0.0026343001518398523, 0.002748690312728286, 0.024645866826176643, 0.00024693526211194694, 0.0008079667459242046]"
114,3,15,1,S,S,S,S_S-S,Лестница в подвал была крутой из-за отсутствия свободного места.,"[0.027061833068728447, 0.0006296840729191899, 0.011315412819385529, 0.0038056515622884035, 0.0245478805154562, 0.0235611479729414, 0.034825678914785385, 0.004037405829876661, 0.0021492827218025923, 0.0037156641483306885, 0.0002578327839728445, 0.001212925068102777]","[0.025677118450403214, 0.0007441288325935602, 0.013857321813702583, 0.0012948947260156274, 0.017014745622873306, 0.021947761997580528, 0.02023514360189438, 0.0036213495768606663, 0.0012158536119386554, 0.010819858871400356, 2.8106618628953584e-05, 0.0008713105344213545]"
115,4,15,1,S,S,P,P_S-S,Лестница в подвал были крутыми из-за отсутствия свободного места.,"[0.02449277974665165, 0.00013434448919724673, 0.025351913645863533, 0.002489893464371562, 0.029482156038284302, 0.0382864885032177, 0.021259652450680733, 0.0034001313615590334, 0.0010590482270345092, 0.0055061220191419125, 0.00032408302649855614, 0.0004513971507549286]","[0.018792912364006042, 0.0002678420569282025, 0.01358988881111145, 0.0011989857302978635, 0.013415724039077759, 0.02117972820997238, 0.010275623761117458, 0.003404372837394476, 0.0008427131688222289, 0.008004781790077686, 8.697697921888903e-05, 0.00039365922566503286]"
116,5,15,1,S,P,S,S_S-P,Лестница в подвалы была крутой из-за отсутствия свободного места.,"[0.024125821888446808, 0.0006558251916430891, 0.013838178478181362, 0.003268975066021085, 0.023289471864700317, 0.02577182836830616, 0.031831044703722, 0.003600218566134572, 0.001867920160293579, 0.004236146342009306, 0.000281068729236722, 0.0011824375251308084]","[0.023618608713150024, 0.0011292044073343277, 0.01423133909702301, 0.0015353751368820667, 0.011264417320489883, 0.02365037612617016, 0.023437680676579475, 0.0028043175116181374, 0.0016512713627889752, 0.032706793397665024, 5.6873002904467285e-05, 0.0009651011205278337]"
117,6,15,1,S,P,P,P_S-P,Лестница в подвалы были крутыми из-за отсутствия свободного места.,"[0.0199871938675642, 0.00014269926759880036, 0.02167685516178608, 0.0022468529641628265, 0.03000674583017826, 0.03488147258758545, 0.0208288487046957, 0.003208068897947669, 0.001116117462515831, 0.0054224408231675625, 0.00034013346885330975, 0.0003871666267514229]","[0.018406718969345093, 0.0006971382535994053, 0.010625850409269333, 0.0017483410192653537, 0.010098625905811787, 0.016985435038805008, 0.014650476165115833, 0.0025498196482658386, 0.001983018359169364, 0.018893899396061897, 0.00018918192654382437, 0.0010430834954604506]"
118,7,15,1,P,S,S,S_P-S,Лестницы в подвал была крутой из-за отсутствия свободного места.,"[0.01308175828307867, 0.0009669742430560291, 0.010350090451538563, 0.0035190542694181204, 0.018627984449267387, 0.021275728940963745, 0.026150068268179893, 0.004158458206802607, 0.0015447521582245827, 0.0062065706588327885, 0.00022357888519763947, 0.0011825301917269826]","[0.028375569730997086, 0.0007535625481978059, 0.011847387999296188, 0.0006063045002520084, 0.02633557841181755, 0.02099260687828064, 0.023204412311315536, 0.003267988096922636, 0.0010494294110685587, 0.017272137105464935, 2.7737451091525145e-05, 0.00084560492541641]"
119,8,15,1,P,S,P,P_P-S,Лестницы в подвал были крутыми из-за отсутствия свободного места.,"[0.01812654919922352, 0.000498699548188597, 0.018760139122605324, 0.0023497173096984625, 0.02007436938583851, 0.0349610261619091, 0.023388968780636787, 0.003222428960725665, 0.0025237828958779573, 0.00604657968506217, 0.0005246110376901925, 0.0008979605627246201]","[0.018737733364105225, 0.00031372206285595894, 0.012350926175713539, 0.0010320724686607718, 0.015513688325881958, 0.018609946593642235, 0.010179197415709496, 0.003316852729767561, 0.0010151132009923458, 0.011492399498820305, 9.182982466882095e-05, 0.00035578207462094724]"
120,1,16,1,P,P,P,P_P-P,Мосты через овраги были возведены после окончания военных действий.,"[0.007123901508748531, 0.0005856845527887344, 0.016100682318210602, 0.001188173657283187, 0.03293124958872795, 0.033478688448667526, 0.011697942391037941, 0.0038263534661382437, 0.0012554288841784, 0.02771005965769291, 0.0015985608333721757, 0.0008078275131992996]","[0.0037450934760272503, 0.0020254109986126423, 0.01535505335777998, 0.0017046114662662148, 0.005512387026101351, 0.009084675461053848, 0.0047378926537930965, 0.0014612155500799417, 0.001731764990836382, 0.010445862077176571, 0.0008207446662709117, 0.0018268092535436153]"
121,2,16,1,S,S,S,S_S-S,Мост через овраг был возведён после окончания военных действий.,"[0.008011620491743088, 0.0004111353773623705, 0.013722291216254234, 0.0027525373734533787, 0.032580599188804626, 0.029164662584662437, 0.017383772879838943, 0.003934222739189863, 0.0010718846460804343, 0.0048623038455843925, 0.0008757424657233059, 0.0006617178441956639]","[0.0029006986878812313, 0.0020458390936255455, 0.009543780237436295, 0.0019782157614827156, 0.006283057853579521, 0.007899089716374874, 0.005292118526995182, 0.001573645742610097, 0.0015723906690254807, 0.021100373938679695, 0.0008230364765040576, 0.002195521490648389]"
122,3,16,1,S,S,P,P_S-S,Мост через овраг были возведены после окончания военных действий.,"[0.005744799040257931, 0.00018522635218687356, 0.016948644071817398, 0.0011106592137366533, 0.0310655627399683, 0.02629070356488228, 0.00999363325536251, 0.0037402361631393433, 0.0005114473169669509, 0.006165034137666225, 0.0001675120583968237, 0.0003238911449443549]","[0.002940403763204813, 0.0013111920561641455, 0.020822251215577126, 0.001559013151563704, 0.0077129448764026165, 0.009857645258307457, 0.005221282131969929, 0.001597461523488164, 0.0010108150308951735, 0.044363006949424744, 0.00025660169194452465, 0.0010631830664351583]"
123,4,16,1,S,P,S,S_S-P,Мост через овраги был возведён после окончания военных действий.,"[0.011025013402104378, 0.000524297880474478, 0.015366049483418465, 0.003436043858528137, 0.032369960099458694, 0.029125874862074852, 0.02374352142214775, 0.004865940660238266, 0.0015990358078852296, 0.005423813126981258, 0.0011299632024019957, 0.0009170089033432305]","[0.0021782456897199154, 0.0020591297652572393, 0.006801696494221687, 0.0013060217024758458, 0.00284118065610528, 0.011635086499154568, 0.0025265768636018038, 0.0011322274804115295, 0.0012159337056800723, 0.01838877610862255, 0.0008715714211575687, 0.001268290332518518]"
